ASV	Chrom	Pos	WaldPValue	GeneIDs	GeneIDs
OTU_1321_16S	Ha412HOChr17	42166803	9.706514e-09	S-locus_lectin_protein_kinase_family_protein,S-locus_lectin_protein_kinase_family_protein,[LOW_BITSCORE]_Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,Saccharopine_dehydrogenase,Ha412HOChr17g0822911,DUF1336_family_protein_(DUF1336),transmembrane_protein_(DUF872)	Ha412HOChr17g0822831,Ha412HOChr17g0822841,Ha412HOChr17g0822851,Ha412HOChr17g0822881,Ha412HOChr17g0822911,Ha412HOChr17g0822931,Ha412HOChr17g0822941
OTU_1328_16S	Ha412HOChr04	119423722	3.495813e-09	NoGenes	NoGenes
OTU_1328_16S	Ha412HOChr06	156191749	2.416615e-08	amino_acid_permease_8	Ha412HOChr06g0286251
OTU_1328_16S	Ha412HOChr15	149143086	4.269204e-08	Mitochondrial_substrate_carrier_family_protein	Ha412HOChr15g0738411
OTU_1330_16S	Ha412HOChr05	95083630	4.653964e-08	NoGenes	NoGenes
OTU_1330_16S	Ha412HOChr05	131328108	9.251404e-08	Nucleotide-sugar_transporter_family_protein,Putative_plant_snare_13	Ha412HOChr05g0226821,Ha412HOChr05g0226831
OTU_1330_16S	Ha412HOChr06	54349574	2.786008e-09	ABA-responsive_element_binding_protein_3,Leucine-rich_repeat_(LRR)_family_protein,proteasome_family_protein,SAUR-like_auxin-responsive_protein_family	Ha412HOChr06g0266351,Ha412HOChr06g0266361,Ha412HOChr06g0266371,Ha412HOChr06g0266401
OTU_1330_16S	Ha412HOChr07	28416266	8.474732e-09	phytochrome-associated_protein_1	Ha412HOChr07g0293481
OTU_1330_16S	Ha412HOChr07	28416271	8.474732e-09	phytochrome-associated_protein_1	Ha412HOChr07g0293481
OTU_1330_16S	Ha412HOChr07	28416286	2.756025e-10	phytochrome-associated_protein_1	Ha412HOChr07g0293481
OTU_1330_16S	Ha412HOChr07	28416339	1.799362e-09	phytochrome-associated_protein_1	Ha412HOChr07g0293481
OTU_1330_16S	Ha412HOChr07	65889547	8.916137e-08	plasma_membrane_fusion_protein,Ha412HOChr07g0297551	Ha412HOChr07g0297531,Ha412HOChr07g0297551
OTU_1330_16S	Ha412HOChr07	65889586	9.975993e-09	plasma_membrane_fusion_protein,Ha412HOChr07g0297551	Ha412HOChr07g0297531,Ha412HOChr07g0297551
OTU_1330_16S	Ha412HOChr08	94909553	7.403342e-08	NoGenes	NoGenes
OTU_1330_16S	Ha412HOChr09	57110133	5.865937e-08	NoGenes	NoGenes
OTU_1330_16S	Ha412HOChr10	98273926	1.062438e-08	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Ha412HOChr10g0451041
OTU_1330_16S	Ha412HOChr10	130884744	5.773747e-08	NoGenes	NoGenes
OTU_1330_16S	Ha412HOChr10	130884754	1.554714e-08	NoGenes	NoGenes
OTU_1330_16S	Ha412HOChr10	130884768	8.645036e-09	NoGenes	NoGenes
OTU_1330_16S	Ha412HOChr10	130884773	8.645036e-09	NoGenes	NoGenes
OTU_1330_16S	Ha412HOChr10	130884781	9.113161e-09	NoGenes	NoGenes
OTU_1330_16S	Ha412HOChr10	130884790	9.113161e-09	NoGenes	NoGenes
OTU_1330_16S	Ha412HOChr10	130884793	9.113161e-09	NoGenes	NoGenes
OTU_1330_16S	Ha412HOChr11	130097787	4.331936e-09	oxidoreductase,_2OG-Fe(II)_oxygenase_family_protein	Ha412HOChr11g0511341
OTU_1330_16S	Ha412HOChr12	173532860	1.839688e-08	ADP-ribosylation_factor_A1B,uncharacterized_protein_AT1G60460,uncharacterized_protein_AT1G60460,[LOW_BITSCORE]_NADH_dehydrogenase_subunit_I_(chloroplast),[LOW_BITSCORE]_Protein_kinase_superfamily_protein,SBP_(S-ribonuclease_binding_protein)_family_protein,[LOW_BITSCORE]_Ribosomal_S17_family_protein,ubiquitin_6	Ha412HOChr12g0579401,Ha412HOChr12g0579411,Ha412HOChr12g0579421,Ha412HOChr12g0579441,Ha412HOChr12g0579471,Ha412HOChr12g0579501,Ha412HOChr12g0579511,Ha412HOChr12g0579521
OTU_1330_16S	Ha412HOChr13	31437161	1.232752e-08	myb_domain_protein_13	Ha412HOChr13g0588381
OTU_1330_16S	Ha412HOChr13	31835146	4.930364e-08	villin_2,RNA_polymerase_transcriptional_regulation_mediator-like_protein	Ha412HOChr13g0588501,Ha412HOChr13g0588511
OTU_1330_16S	Ha412HOChr13	31930903	7.200532e-08	[LOW_BITSCORE]_Haloacid_dehalogenase-like_hydrolase_(HAD)_superfamily_protein	Ha412HOChr13g0588561
OTU_1330_16S	Ha412HOChr13	43238455	4.857107e-09	MEI2-like_protein_5,Phosphoribosyltransferase_family_protein,RING/U-box_superfamily_protein,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Ha412HOChr13g0590291,Ha412HOChr13g0590311,Ha412HOChr13g0590321,Ha412HOChr13g0590331
OTU_1330_16S	Ha412HOChr13	43238490	8.944199e-08	MEI2-like_protein_5,Phosphoribosyltransferase_family_protein,RING/U-box_superfamily_protein,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Ha412HOChr13g0590291,Ha412HOChr13g0590311,Ha412HOChr13g0590321,Ha412HOChr13g0590331
OTU_1330_16S	Ha412HOChr14	2245106	4.693881e-09	inner_membrane_localized_protein,[LOW_BITSCORE]_NB-ARC_domain-containing_disease_resistance_protein	Ha412HOChr14g0633691,Ha412HOChr14g0633711
OTU_1330_16S	Ha412HOChr14	12658008	2.599104e-08	NoGenes	NoGenes
OTU_1330_16S	Ha412HOChr15	11695236	4.544130e-08	dicarboxylate_transport_2.1,dicarboxylate_transport_2.1,Ha412HOChr15g0700211,plant/protein_(Protein_of_unknown_function,_DUF538)	Ha412HOChr15g0700181,Ha412HOChr15g0700201,Ha412HOChr15g0700211,Ha412HOChr15g0700221
OTU_1330_16S	Ha412HOChr15	60399296	4.081203e-08	N-acetylglucosaminylphosphatidylinositol_de-N-acetylase_family_protein,HMG-box_(high_mobility_group)_DNA-binding_family_protein,[LOW_BITSCORE]_target_of_rapamycin,Pentatricopeptide_repeat_(PPR)_superfamily_protein,3-oxo-5-alpha-steroid_4-dehydrogenase_(DUF1295),Nucleic_acid-binding,_OB-fold-like_protein,pentatricopeptide_(PPR)_repeat-containing_protein,Ribosomal_protein_L18ae_family,[LOW_BITSCORE]_RING/U-box_superfamily_protein,glutathione_S-transferase_PHI_9	Ha412HOChr15g0716871,Ha412HOChr15g0716881,Ha412HOChr15g0716901,Ha412HOChr15g0716911,Ha412HOChr15g0716921,Ha412HOChr15g0716931,Ha412HOChr15g0716941,Ha412HOChr15g0716961,Ha412HOChr15g0716971,Ha412HOChr15g0716981
OTU_1330_16S	Ha412HOChr15	158032376	3.007430e-08	NoGenes	NoGenes
OTU_1330_16S	Ha412HOChr15	184115370	9.171367e-08	rubisco_activase,Eukaryotic_aspartyl_protease_family_protein,Ha412HOChr15g0745031,XH/XS_domain-containing_protein,XH/XS_domain-containing_protein	Ha412HOChr15g0745011,Ha412HOChr15g0745021,Ha412HOChr15g0745031,Ha412HOChr15g0745071,Ha412HOChr15g0745081
OTU_1330_16S	Ha412HOChr16	7285350	4.539369e-10	Ha412HOChr16g0749741,Cystathionine_beta-synthase_(CBS)_protein,phosphatidic_acid_phosphatase-related_/_PAP2-like_protein,uncharacterized_protein_AT3G15780	Ha412HOChr16g0749741,Ha412HOChr16g0749761,Ha412HOChr16g0749781,Ha412HOChr16g0749791
OTU_1330_16S	Ha412HOChr16	18935735	3.014453e-09	Nodulin-like_/_Major_Facilitator_Superfamily_protein	Ha412HOChr16g0754461
OTU_1330_16S	Ha412HOChr16	162294925	8.997385e-08	senescence_regulator_(Protein_of_unknown_function,_DUF584),ADP/ATP_carrier_2,ADP/ATP_carrier_2	Ha412HOChr16g0784661,Ha412HOChr16g0784671,Ha412HOChr16g0784681
OTU_1330_16S	Ha412HOChr16	187074748	1.181097e-08	myosin_heavy_chain-like_protein,Ribosomal_protein_L36e_family_protein,Phosphatidylinositol_N-acetyglucosaminlytransferase_subunit_P-like_protein,putative_recombination_initiation_defects_3,SIGNAL_PEPTIDE_PEPTIDASE-LIKE_4	Ha412HOChr16g0791841,Ha412HOChr16g0791851,Ha412HOChr16g0791861,Ha412HOChr16g0791871,Ha412HOChr16g0791881
OTU_1330_16S	Ha412HOChr16	208343250	9.215592e-08	[LOW_BITSCORE]_Late_embryogenesis_abundant_protein_(LEA)_family_protein,tubby_like_protein_2,Galactose_mutarotase-like_superfamily_protein,syntaxin_of_plants_112	Ha412HOChr16g0801181,Ha412HOChr16g0801191,Ha412HOChr16g0801201,Ha412HOChr16g0801211
OTU_1341_16S	Ha412HOChr01	13118226	5.663533e-08	NoGenes	NoGenes
OTU_1341_16S	Ha412HOChr15	6949031	3.925969e-08	[LOW_BITSCORE]_Clathrin,_heavy_chain,basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein,NADH-ubiquinone_oxidoreductase_24_kDa_subunit,AUX/IAA_transcriptional_regulator_family_protein,indoleacetic_acid-induced_protein_16,RNI-like_superfamily_protein,Ha412HOChr15g0697421,Transducin/WD40_repeat-like_superfamily_protein,[LOW_BITSCORE]_Glucose-6-phosphate/phosphate_translocator-like_protein	Ha412HOChr15g0697351,Ha412HOChr15g0697361,Ha412HOChr15g0697371,Ha412HOChr15g0697381,Ha412HOChr15g0697401,Ha412HOChr15g0697411,Ha412HOChr15g0697421,Ha412HOChr15g0697431,Ha412HOChr15g0697441
OTU_1341_16S	Ha412HOChr15	98036951	1.927383e-08	Esterase/lipase/thioesterase_family_protein,Cytidine/deoxycytidylate_deaminase_family_protein,uncharacterized_protein_AT1G54920,Transducin/WD40_repeat-like_superfamily_protein	Ha412HOChr15g0725991,Ha412HOChr15g0726001,Ha412HOChr15g0726011,Ha412HOChr15g0726021
OTU_1341_16S	Ha412HOChr15	98036967	1.927383e-08	Esterase/lipase/thioesterase_family_protein,Cytidine/deoxycytidylate_deaminase_family_protein,uncharacterized_protein_AT1G54920,Transducin/WD40_repeat-like_superfamily_protein	Ha412HOChr15g0725991,Ha412HOChr15g0726001,Ha412HOChr15g0726011,Ha412HOChr15g0726021
OTU_1341_16S	Ha412HOChr15	170651217	3.072629e-08	NoGenes	NoGenes
OTU_1341_16S	Ha412HOChr16	116688879	9.455752e-09	HSP20-like_chaperones_superfamily_protein	Ha412HOChr16g0773251
OTU_1344_16S	Ha412HOChr12	176962352	5.920824e-08	NoGenes	NoGenes
OTU_1361_16S	Ha412HOChr04	167863363	8.431414e-08	[LOW_BITSCORE]_1-aminocyclopropane-1-carboxylate_synthase_4	Ha412HOChr04g0179161
OTU_1361_16S	Ha412HOChr04	167863371	8.431414e-08	[LOW_BITSCORE]_1-aminocyclopropane-1-carboxylate_synthase_4	Ha412HOChr04g0179161
OTU_1361_16S	Ha412HOChr04	167863404	8.918215e-08	[LOW_BITSCORE]_1-aminocyclopropane-1-carboxylate_synthase_4	Ha412HOChr04g0179161
OTU_1361_16S	Ha412HOChr09	98104567	7.355762e-08	[LOW_BITSCORE]_NAC_domain_containing_protein_73,[LOW_BITSCORE]_KH_domain-containing_protein	Ha412HOChr09g0391171,Ha412HOChr09g0391181
OTU_1368_16S	Ha412HOChr13	13420634	2.745963e-08	uncharacterized_protein_AT1G78810,delay_of_germination_protein	Ha412HOChr13g0585091,Ha412HOChr13g0585101
OTU_1369_16S	Ha412HOChr01	98313000	7.547011e-08	sulfate/thiosulfate_import_ATP-binding_protein,_putative_(DUF506)	Ha412HOChr01g0025691
OTU_1369_16S	Ha412HOChr03	77479406	9.552148e-08	Endoplasmic_reticulum_vesicle_transporter_protein,dentin_sialophosphoprotein-like_protein	Ha412HOChr03g0107971,Ha412HOChr03g0107981
OTU_1369_16S	Ha412HOChr03	178457658	5.039110e-08	2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein,HR-like_lesion-inducing_protein-like_protein,3-hydroxyacyl-CoA_dehydratase_1,uncharacterized_protein_AT1G04330,plant/protein_(DUF668),Ha412HOChr03g0142741,UDP-Glycosyltransferase_superfamily_protein,Signal_transduction_histidine_kinase,_hybrid-type,_ethylene_sensor,[LOW_BITSCORE]_Endomembrane_protein_70_protein_family	Ha412HOChr03g0142691,Ha412HOChr03g0142701,Ha412HOChr03g0142711,Ha412HOChr03g0142721,Ha412HOChr03g0142731,Ha412HOChr03g0142741,Ha412HOChr03g0142761,Ha412HOChr03g0142771,Ha412HOChr03g0142781
OTU_1369_16S	Ha412HOChr04	104058614	8.753646e-08	plant_glycogenin-like_starch_initiation_protein_4,Malectin/receptor-like_protein_kinase_family_protein,fission_ELM1-like_protein_(DUF1022)	Ha412HOChr04g0169161,Ha412HOChr04g0169171,Ha412HOChr04g0169181
OTU_1369_16S	Ha412HOChr05	94777764	1.205669e-08	S-locus_lectin_protein_kinase_family_protein,Ha412HOChr05g0218321,SEUSS-like_3,BCL-2-associated_athanogene_3,arginine/serine-rich_splicing_factor_35,Peptidase_family_M48_family_protein	Ha412HOChr05g0218311,Ha412HOChr05g0218321,Ha412HOChr05g0218331,Ha412HOChr05g0218361,Ha412HOChr05g0218371,Ha412HOChr05g0218381
OTU_1369_16S	Ha412HOChr05	94777894	2.577688e-08	S-locus_lectin_protein_kinase_family_protein,Ha412HOChr05g0218321,SEUSS-like_3,BCL-2-associated_athanogene_3,arginine/serine-rich_splicing_factor_35,Peptidase_family_M48_family_protein	Ha412HOChr05g0218311,Ha412HOChr05g0218321,Ha412HOChr05g0218331,Ha412HOChr05g0218361,Ha412HOChr05g0218371,Ha412HOChr05g0218381
OTU_1369_16S	Ha412HOChr06	14673821	6.648363e-08	Plant-specific_transcription_factor_YABBY_family_protein,2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein,2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein,Plant_VAMP_(vesicle-associated_membrane_protein)_family_protein,Flavin-binding_monooxygenase_family_protein,F-box/RNI-like_superfamily_protein,peroxin_11c,phloem_protein_2-A13,shaggy-like_protein_kinase_32,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,RING/U-box_superfamily_protein,[LOW_BITSCORE]_alpha-(1,6)-fucosyltransferase	Ha412HOChr06g0252361,Ha412HOChr06g0252371,Ha412HOChr06g0252391,Ha412HOChr06g0252401,Ha412HOChr06g0252411,Ha412HOChr06g0252421,Ha412HOChr06g0252431,Ha412HOChr06g0252441,Ha412HOChr06g0252451,Ha412HOChr06g0252461,Ha412HOChr06g0252471,Ha412HOChr06g0252481
OTU_1369_16S	Ha412HOChr06	14673945	2.968517e-08	Plant-specific_transcription_factor_YABBY_family_protein,2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein,2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein,Plant_VAMP_(vesicle-associated_membrane_protein)_family_protein,Flavin-binding_monooxygenase_family_protein,F-box/RNI-like_superfamily_protein,peroxin_11c,phloem_protein_2-A13,shaggy-like_protein_kinase_32,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,RING/U-box_superfamily_protein,[LOW_BITSCORE]_alpha-(1,6)-fucosyltransferase	Ha412HOChr06g0252361,Ha412HOChr06g0252371,Ha412HOChr06g0252391,Ha412HOChr06g0252401,Ha412HOChr06g0252411,Ha412HOChr06g0252421,Ha412HOChr06g0252431,Ha412HOChr06g0252441,Ha412HOChr06g0252451,Ha412HOChr06g0252461,Ha412HOChr06g0252471,Ha412HOChr06g0252481
OTU_1369_16S	Ha412HOChr07	88535893	2.126472e-08	histone-lysine_N-methyltransferase_ASHH3,TLD-domain_containing_nucleolar_protein	Ha412HOChr07g0301371,Ha412HOChr07g0301381
OTU_1369_16S	Ha412HOChr07	143866395	8.317552e-08	proteasome_assembly_chaperone-like_protein,Protein_kinase_superfamily_protein,monogalactosyldiacylglycerol_synthase_2,[LOW_BITSCORE]_nucleotide-diphospho-sugar_transferase_family_protein,hypothetical_protein_(DUF1645),DegP_protease_1,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Ha412HOChr07g0317151,Ha412HOChr07g0317161,Ha412HOChr07g0317171,Ha412HOChr07g0317211,Ha412HOChr07g0317231,Ha412HOChr07g0317241,Ha412HOChr07g0317251
OTU_1369_16S	Ha412HOChr08	48698270	9.401518e-10	SNARE_associated_Golgi_protein_family,lipid_transporter,Leucine-rich_repeat_protein_kinase_family_protein	Ha412HOChr08g0346661,Ha412HOChr08g0346681,Ha412HOChr08g0346721
OTU_1369_16S	Ha412HOChr09	52851795	2.629455e-08	NoGenes	NoGenes
OTU_1369_16S	Ha412HOChr09	113679425	6.648372e-08	GPI-anchored_adhesin-like_protein,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,metacaspase_1	Ha412HOChr09g0394911,Ha412HOChr09g0394921,Ha412HOChr09g0394931
OTU_1369_16S	Ha412HOChr10	72953105	2.577684e-08	UDP-glucosyl_transferase_73B5,[LOW_BITSCORE]_LOB_domain-containing_protein_22,RmlC-like_cupins_superfamily_protein	Ha412HOChr10g0446901,Ha412HOChr10g0446921,Ha412HOChr10g0446931
OTU_1369_16S	Ha412HOChr10	137174790	2.076483e-08	Calcium-binding_EF-hand_family_protein,UNC-50_family_protein,UNC-50_family_protein	Ha412HOChr10g0459591,Ha412HOChr10g0459601,Ha412HOChr10g0459611
OTU_1369_16S	Ha412HOChr11	28575331	3.414141e-08	S-locus_lectin_protein_kinase_family_protein,S-locus_lectin_protein_kinase_family_protein,S-locus_lectin_protein_kinase_family_protein	Ha412HOChr11g0490371,Ha412HOChr11g0490381,Ha412HOChr11g0490391
OTU_1369_16S	Ha412HOChr12	75844973	2.009756e-08	DNAJ_heat_shock_N-terminal_domain-containing_protein,Formyl_transferase	Ha412HOChr12g0560781,Ha412HOChr12g0560791
OTU_1369_16S	Ha412HOChr13	170584830	3.968568e-09	Matrixin_family_protein,Matrixin_family_protein,[LOW_BITSCORE]_myelin_transcription_factor,[LOW_BITSCORE]_Transducin/WD40_repeat-like_superfamily_protein,[LOW_BITSCORE]_catalytics,[LOW_BITSCORE]_catalytics,[LOW_BITSCORE]_NOL1/NOP2/sun_family_protein_/_antitermination_NusB_domain-containing_protein,G-protein_gamma_subunit_2	Ha412HOChr13g0630451,Ha412HOChr13g0630461,Ha412HOChr13g0630471,Ha412HOChr13g0630481,Ha412HOChr13g0630501,Ha412HOChr13g0630521,Ha412HOChr13g0630531,Ha412HOChr13g0630551
OTU_1369_16S	Ha412HOChr14	53488184	9.552170e-08	Pathogenesis-related_thaumatin_superfamily_protein,exocyst_complex_component_sec3A	Ha412HOChr14g0640941,Ha412HOChr14g0640951
OTU_1369_16S	Ha412HOChr15	97583909	8.040190e-08	Protein_kinase_superfamily_protein,Malectin/receptor-like_protein_kinase_family_protein,Protein_kinase_superfamily_protein,glutathione_synthetase_2,glutathione_synthetase_2,RING/U-box_superfamily_protein,HSP20-like_chaperones_superfamily_protein,[LOW_BITSCORE]_signal_transducer/transcription_protein,_putative_(DUF1685)	Ha412HOChr15g0725831,Ha412HOChr15g0725841,Ha412HOChr15g0725851,Ha412HOChr15g0725861,Ha412HOChr15g0725871,Ha412HOChr15g0725881,Ha412HOChr15g0725891,Ha412HOChr15g0725901
OTU_1369_16S	Ha412HOChr15	155027792	9.483070e-08	LUC7_related_protein,transmembrane_protein,_putative_(Protein_of_unknown_function,_DUF538),transmembrane_protein,_putative_(DUF2358)	Ha412HOChr15g0738931,Ha412HOChr15g0738951,Ha412HOChr15g0738961
OTU_1369_16S	Ha412HOChr15	176832573	8.671904e-10	growth-regulating_factor_1,[LOW_BITSCORE]_frataxin-like_protein,ACT-like_protein_tyrosine_kinase_family_protein,FAD/NAD(P)-binding_oxidoreductase_family_protein	Ha412HOChr15g0742331,Ha412HOChr15g0742341,Ha412HOChr15g0742351,Ha412HOChr15g0742371
OTU_1369_16S	Ha412HOChr15	184764144	6.211421e-08	Rho_guanine_nucleotide_exchange_factor,Rho_guanine_nucleotide_exchange_factor,Zinc_finger_C-x8-C-x5-C-x3-H_type_family_protein,LisH/CRA/RING-U-box_domains-containing_protein,SAC3/GANP/Nin1/mts3/eIF-3_p25_family,ABC-2_type_transporter_family_protein,Seven_transmembrane_MLO_family_protein,[LOW_BITSCORE]_imidazoleglycerol-phosphate_dehydratase,Serine/Threonine-kinase,Transcription_factor_GTE6,Pentatricopeptide_repeat_(PPR-like)_superfamily_protein,ketol-acid_reductoisomerase	Ha412HOChr15g0745381,Ha412HOChr15g0745391,Ha412HOChr15g0745401,Ha412HOChr15g0745411,Ha412HOChr15g0745431,Ha412HOChr15g0745441,Ha412HOChr15g0745451,Ha412HOChr15g0745461,Ha412HOChr15g0745481,Ha412HOChr15g0745491,Ha412HOChr15g0745511,Ha412HOChr15g0745531
OTU_1369_16S	Ha412HOChr17	41593705	1.230110e-08	UDP-Glycosyltransferase_superfamily_protein,UDP-Glycosyltransferase_superfamily_protein,[LOW_BITSCORE]_UDP-Glycosyltransferase_superfamily_protein,UDP-Glycosyltransferase_superfamily_protein	Ha412HOChr17g0822661,Ha412HOChr17g0822671,Ha412HOChr17g0822681,Ha412HOChr17g0822701
OTU_1369_16S	Ha412HOChr17	95877973	1.031136e-08	[LOW_BITSCORE]_Cell_cycle_regulated_microtubule_associated_protein,[LOW_BITSCORE]_WIP_domain_protein_4,pyrroline-5-carboxylate_reductase,[LOW_BITSCORE]_Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,uncharacterized_protein_AT1G53035,Ha412HOChr17g0835931	Ha412HOChr17g0835861,Ha412HOChr17g0835871,Ha412HOChr17g0835881,Ha412HOChr17g0835891,Ha412HOChr17g0835921,Ha412HOChr17g0835931
OTU_1369_16S	Ha412HOChr17	195119893	5.217330e-08	GC-rich_sequence_DNA-binding_factor-like_protein,basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein	Ha412HOChr17g0854391,Ha412HOChr17g0854401
OTU_1370_16S	Ha412HOChr12	137389121	1.160282e-08	RING/U-box_superfamily_protein,[LOW_BITSCORE]_receptor_kinase_2,[LOW_BITSCORE]_Pentatricopeptide_repeat_(PPR-like)_superfamily_protein	Ha412HOChr12g0571271,Ha412HOChr12g0571281,Ha412HOChr12g0571291
OTU_1377_16S	Ha412HOChr01	19124314	1.732544e-08	NoGenes	NoGenes
OTU_1377_16S	Ha412HOChr01	20749263	6.288707e-08	NoGenes	NoGenes
OTU_1377_16S	Ha412HOChr01	45055731	1.037446e-09	Exostosin_family_protein,Exostosin_family_protein,ARM_repeat_superfamily_protein	Ha412HOChr01g0009981,Ha412HOChr01g0010011,Ha412HOChr01g0010021
OTU_1377_16S	Ha412HOChr01	48407065	6.604851e-08	NoGenes	NoGenes
OTU_1377_16S	Ha412HOChr01	48407068	6.604851e-08	NoGenes	NoGenes
OTU_1377_16S	Ha412HOChr01	60188349	7.816748e-08	Ankyrin_repeat_family_protein_/_BTB/POZ_domain-containing_protein	Ha412HOChr01g0013291
OTU_1377_16S	Ha412HOChr01	68179954	8.344086e-08	senescence_regulator_(Protein_of_unknown_function,_DUF584),H[+]-ATPase_9	Ha412HOChr01g0015281,Ha412HOChr01g0015291
OTU_1377_16S	Ha412HOChr01	78229812	3.758426e-09	Protein_kinase_superfamily_protein,Protein_kinase_superfamily_protein,Protein_kinase_superfamily_protein	Ha412HOChr01g0018281,Ha412HOChr01g0018301,Ha412HOChr01g0018311
OTU_1377_16S	Ha412HOChr01	106328838	3.896189e-09	AGAMOUS-like_15	Ha412HOChr01g0027281
OTU_1377_16S	Ha412HOChr01	143971882	3.371034e-08	Cysteine/Histidine-rich_C1_domain_family_protein,Bifunctional_inhibitor/lipid-transfer_protein/seed_storage_2S_albumin_superfamily_protein,villin_2,F-box_family_protein	Ha412HOChr01g0039581,Ha412HOChr01g0039611,Ha412HOChr01g0039621,Ha412HOChr01g0039641
OTU_1377_16S	Ha412HOChr02	17647881	1.500710e-08	aconitase_3,HXXXD-type_acyl-transferase_family_protein	Ha412HOChr02g0052411,Ha412HOChr02g0052441
OTU_1377_16S	Ha412HOChr02	18906532	5.409176e-08	RING/U-box_superfamily_protein,Protein_kinase_superfamily_protein,radical_SAM_domain-containing_protein_/_GCN5-related_N-acetyltransferase_(GNAT)_family_protein,uncharacterized_protein_AT5G14105,HAL3-like_protein_A	Ha412HOChr02g0052711,Ha412HOChr02g0052731,Ha412HOChr02g0052741,Ha412HOChr02g0052751,Ha412HOChr02g0052761
OTU_1377_16S	Ha412HOChr02	39977993	9.034419e-08	NoGenes	NoGenes
OTU_1377_16S	Ha412HOChr02	61547796	1.321526e-08	Glycosyl_hydrolase_superfamily_protein	Ha412HOChr02g0062231
OTU_1377_16S	Ha412HOChr02	77370413	1.533067e-08	tobamovirus_multiplication_2A	Ha412HOChr02g0064521
OTU_1377_16S	Ha412HOChr02	77370434	9.232730e-08	tobamovirus_multiplication_2A	Ha412HOChr02g0064521
OTU_1377_16S	Ha412HOChr02	110989896	4.936371e-08	NoGenes	NoGenes
OTU_1377_16S	Ha412HOChr02	122451289	9.648154e-08	CYCLIN_D4;1	Ha412HOChr02g0073111
OTU_1377_16S	Ha412HOChr02	164629105	5.409143e-08	Transducin/WD40_repeat-like_superfamily_protein,[LOW_BITSCORE]_alcohol_dehydrogenase_1,Peptidase_M50_family_protein,lateral_organ_boundaries-domain_16	Ha412HOChr02g0083231,Ha412HOChr02g0083251,Ha412HOChr02g0083261,Ha412HOChr02g0083271
OTU_1377_16S	Ha412HOChr02	164629118	2.196970e-08	Transducin/WD40_repeat-like_superfamily_protein,[LOW_BITSCORE]_alcohol_dehydrogenase_1,Peptidase_M50_family_protein,lateral_organ_boundaries-domain_16	Ha412HOChr02g0083231,Ha412HOChr02g0083251,Ha412HOChr02g0083261,Ha412HOChr02g0083271
OTU_1377_16S	Ha412HOChr02	181762719	3.758116e-08	Pectin_lyase-like_superfamily_protein,Pectin_lyase-like_superfamily_protein,Pectin_lyase-like_superfamily_protein,Pectin_lyase-like_superfamily_protein,Pectin_lyase-like_superfamily_protein,solute_carrier_family_35_protein_(DUF914),Ubiquitin-like_superfamily_protein,Protein_kinase_superfamily_protein,[LOW_BITSCORE]_disease_resistance_protein_(TIR-NBS-LRR_class)_family,Leucine-rich_repeat_transmembrane_protein_kinase,receptor_like_protein_25,Pectin_lyase-like_superfamily_protein,Chitinase_family_protein,UDP-galactose_transporter_6,receptor_like_protein_34	Ha412HOChr02g0089671,Ha412HOChr02g0089681,Ha412HOChr02g0089691,Ha412HOChr02g0089701,Ha412HOChr02g0089711,Ha412HOChr02g0089721,Ha412HOChr02g0089741,Ha412HOChr02g0089751,Ha412HOChr02g0089761,Ha412HOChr02g0089781,Ha412HOChr02g0089801,Ha412HOChr02g0089811,Ha412HOChr02g0089841,Ha412HOChr02g0089861,Ha412HOChr02g0089871
OTU_1377_16S	Ha412HOChr03	3771013	2.630189e-08	cytidine_deaminase_1,AGC_(cAMP-dependent,_cGMP-dependent_and_protein_kinase_C)_kinase_family_protein,fanconi_anemia_group_E_protein_FANCE_protein,ACC_oxidase_1,K+_efflux_antiporter_4,glucose-6-phosphate_acetyltransferase_1,Pyridoxal_phosphate_phosphatase-related_protein	Ha412HOChr03g0092881,Ha412HOChr03g0092891,Ha412HOChr03g0092901,Ha412HOChr03g0092911,Ha412HOChr03g0092931,Ha412HOChr03g0092961,Ha412HOChr03g0092971
OTU_1377_16S	Ha412HOChr03	41248075	4.525759e-08	NAD(P)-binding_Rossmann-fold_superfamily_protein	Ha412HOChr03g0102031
OTU_1377_16S	Ha412HOChr03	51722707	9.648034e-08	CTC-interacting_domain_7	Ha412HOChr03g0104121
